GAME_ID,OFFICIAL_ID,OFFICIAL_NAME,FIRST_NAME,LAST_NAME,JERSEY_NUM,SEASON_TYPE,POSTSEASON_STAGE,POSTSEASON_SEASON_TYPE,SPECIAL_SITE
0022200441,203593,Justin Van Duyne,Justin,Van Duyne,64,Regular Season,Regular Season,Regular Season,0
0022200441,204058,Gediminas Petraitis,Gediminas,Petraitis,50,Regular Season,Regular Season,Regular Season,0
0022200441,1627519,John Conley,John,Conley,79,Regular Season,Regular Season,Regular Season,0
0022200442,200832,Curtis Blair,Curtis,Blair,74,Regular Season,Regular Season,Regular Season,0
0022200442,203054,Che Flores,Che,Flores,91,Regular Season,Regular Season,Regular Season,0
0022200442,1626302,Aaron Smith,Aaron,Smith,51,Regular Season,Regular Season,Regular Season,0
0022200443,101284,John Goble,John,Goble,10,Regular Season,Regular Season,Regular Season,0
0022200443,1626300,Ray Acosta,Ray,Acosta,54,Regular Season,Regular Season,Regular Season,0
0022200443,1627963,Phenizee Ransom,Phenizee,Ransom,70,Regular Season,Regular Season,Regular Season,0
0022200444,201639,Josh Tiven,Josh,Tiven,58,Regular Season,Regular Season,Regular Season,0
0022200444,202035,Brett Nansel,Brett,Nansel,44,Regular Season,Regular Season,Regular Season,0
0022200444,1627534,Andy Nagy,Andy,Nagy,83,Regular Season,Regular Season,Regular Season,0
0022200445,2530,Ed Malloy,Ed,Malloy,14,Regular Season,Regular Season,Regular Season,0
0022200445,201245,Marat Kogut,Marat,Kogut,32,Regular Season,Regular Season,Regular Season,0
0022200445,1628484,Dannica Mosher,Dannica,Mosher,89,Regular Season,Regular Season,Regular Season,0
0022200446,202027,Tre Maddox,Tre,Maddox,23,Regular Season,Regular Season,Regular Season,0
0022200446,202901,Matt Myers,Matt,Myers,43,Regular Season,Regular Season,Regular Season,0
0022200446,203591,Mitchell Ervin,Mitchell,Ervin,27,Regular Season,Regular Season,Regular Season,0
0022200447,201638,Brent Barnaky,Brent,Barnaky,36,Regular Season,Regular Season,Regular Season,0
0022200447,204059,Tyler Ford,Tyler,Ford,39,Regular Season,Regular Season,Regular Season,0
0022200447,1628954,Jenna Schroeder,Jenna,Schroeder,84,Regular Season,Regular Season,Regular Season,0
0022200448,2715,Eric Lewis,Eric,Lewis,42,Regular Season,Regular Season,Regular Season,0
0022200448,1627529,Suyash Mehta,Suyash,Mehta,82,Regular Season,Regular Season,Regular Season,0
0022200448,1627541,Natalie Sago,Natalie,Sago,9,Regular Season,Regular Season,Regular Season,0
0022200449,200832,Curtis Blair,Curtis,Blair,74,Regular Season,Regular Season,Regular Season,0
0022200449,202053,Scott Twardoski,Scott,Twardoski,52,Regular Season,Regular Season,Regular Season,0
0022200449,1628172,Evan Scott,Evan,Scott,78,Regular Season,Regular Season,Regular Season,0
0022200450,1201,Leon Wood,Leon,Wood,40,Regular Season,Regular Season,Regular Season,0
0022200450,101283,Brian Forte,Brian,Forte,45,Regular Season,Regular Season,Regular Season,0
0022200450,1627961,Brandon Adair,Brandon,Adair,67,Regular Season,Regular Season,Regular Season,0
0022200451,1662,Bill Kennedy,Bill,Kennedy,55,Regular Season,Regular Season,Regular Season,0
0022200451,201246,Kevin Cutler,Kevin,Cutler,34,Regular Season,Regular Season,Regular Season,0
0022200451,1627534,Andy Nagy,Andy,Nagy,83,Regular Season,Regular Season,Regular Season,0
0022200452,1162,Scott Foster,Scott,Foster,48,Regular Season,Regular Season,Regular Season,0
0022200452,202901,Matt Myers,Matt,Myers,43,Regular Season,Regular Season,Regular Season,0
0022200452,203177,Lauren Holtkamp,Lauren,Holtkamp,7,Regular Season,Regular Season,Regular Season,0
0022200453,2003,Pat Fraher,Pat,Fraher,26,Regular Season,Regular Season,Regular Season,0
0022200453,202037,J.T. Orr,J.T.,Orr,72,Regular Season,Regular Season,Regular Season,0
0022200453,1628953,Ashley Moyer-Gleich,Ashley,Moyer-Gleich,13,Regular Season,Regular Season,Regular Season,0
0022200454,202026,Karl Lane,Karl,Lane,77,Regular Season,Regular Season,Regular Season,0
0022200454,1626302,Aaron Smith,Aaron,Smith,51,Regular Season,Regular Season,Regular Season,0
0022200454,1627524,Nate Green,Nate,Green,65,Regular Season,Regular Season,Regular Season,0
0022200455,2005,Matt Boland,Matt,Boland,18,Regular Season,Regular Season,Regular Season,0
0022200455,201639,Josh Tiven,Josh,Tiven,58,Regular Season,Regular Season,Regular Season,0
0022200455,1626301,Jason Goldenberg,Jason,Goldenberg,35,Regular Season,Regular Season,Regular Season,0
0022200456,1179,Rodney Mott,Rodney,Mott,71,Regular Season,Regular Season,Regular Season,0
0022200456,202007,Nick Buchert,Nick,Buchert,3,Regular Season,Regular Season,Regular Season,0
0022200456,1628159,Mousa Dagher,Mousa,Dagher,28,Regular Season,Regular Season,Regular Season,0
0022200457,1146,Tony Brothers,Tony,Brothers,25,Regular Season,Regular Season,Regular Season,0
0022200457,1626300,Ray Acosta,Ray,Acosta,54,Regular Season,Regular Season,Regular Season,0
0022200457,1627519,John Conley,John,Conley,79,Regular Season,Regular Season,Regular Season,0
0022200458,1148,James Capers,James,Capers,19,Regular Season,Regular Season,Regular Season,0
0022200458,203054,Che Flores,Che,Flores,91,Regular Season,Regular Season,Regular Season,0
0022200458,203592,Dedric Taylor,Dedric,Taylor,21,Regular Season,Regular Season,Regular Season,0
0022200459,202041,Kevin Scott,Kevin,Scott,24,Regular Season,Regular Season,Regular Season,0
0022200459,204058,Gediminas Petraitis,Gediminas,Petraitis,50,Regular Season,Regular Season,Regular Season,0
0022200459,1628171,Brandon Schwab,Brandon,Schwab,86,Regular Season,Regular Season,Regular Season,0
0022200460,2004,Courtney Kirkland,Courtney,Kirkland,61,Regular Season,Regular Season,Regular Season,0
0022200460,1627963,Phenizee Ransom,Phenizee,Ransom,70,Regular Season,Regular Season,Regular Season,0
0022200460,1628951,John Butler,John,Butler,30,Regular Season,Regular Season,Regular Season,0
0022200461,1201,Leon Wood,Leon,Wood,40,Regular Season,Regular Season,Regular Season,0
0022200461,2715,Eric Lewis,Eric,Lewis,42,Regular Season,Regular Season,Regular Season,0
0022200461,1627529,Suyash Mehta,Suyash,Mehta,82,Regular Season,Regular Season,Regular Season,0
0022200462,202027,Tre Maddox,Tre,Maddox,23,Regular Season,Regular Season,Regular Season,0
0022200462,203591,Mitchell Ervin,Mitchell,Ervin,27,Regular Season,Regular Season,Regular Season,0
0022200462,1628480,Robert Hussey,Robert,Hussey,85,Regular Season,Regular Season,Regular Season,0
0022200463,1155,JB DeRosa,JB,DeRosa,22,Regular Season,Regular Season,Regular Season,0
0022200463,1198,Scott Wall,Scott,Wall,31,Regular Season,Regular Season,Regular Season,0
0022200463,2530,Ed Malloy,Ed,Malloy,14,Regular Season,Regular Season,Regular Season,0
0022200464,101283,Brian Forte,Brian,Forte,45,Regular Season,Regular Season,Regular Season,0
0022200464,202058,James Williams,James,Williams,60,Regular Season,Regular Season,Regular Season,0
0022200464,1627961,Brandon Adair,Brandon,Adair,67,Regular Season,Regular Season,Regular Season,0
0022200465,2882,Sean Wright,Sean,Wright,4,Regular Season,Regular Season,Regular Season,0
0022200465,202053,Scott Twardoski,Scott,Twardoski,52,Regular Season,Regular Season,Regular Season,0
0022200465,1627534,Andy Nagy,Andy,Nagy,83,Regular Season,Regular Season,Regular Season,0
0022200466,202026,Karl Lane,Karl,Lane,77,Regular Season,Regular Season,Regular Season,0
0022200466,202049,Ben Taylor,Ben,Taylor,46,Regular Season,Regular Season,Regular Season,0
0022200466,203592,Dedric Taylor,Dedric,Taylor,21,Regular Season,Regular Season,Regular Season,0
0022200467,1162,Scott Foster,Scott,Foster,48,Regular Season,Regular Season,Regular Season,0
0022200467,201246,Kevin Cutler,Kevin,Cutler,34,Regular Season,Regular Season,Regular Season,0
0022200467,202901,Matt Myers,Matt,Myers,43,Regular Season,Regular Season,Regular Season,0
0022200468,1151,Sean Corbin,Sean,Corbin,33,Regular Season,Regular Season,Regular Season,0
0022200468,1627962,Jacyn Goble,Jacyn,Goble,68,Regular Season,Regular Season,Regular Season,0
0022200468,1628159,Mousa Dagher,Mousa,Dagher,28,Regular Season,Regular Season,Regular Season,0
0022200469,1830,Marc Davis,Marc,Davis,8,Regular Season,Regular Season,Regular Season,0
0022200469,204059,Tyler Ford,Tyler,Ford,39,Regular Season,Regular Season,Regular Season,0
0022200469,1627964,Jonathan Sterling,Jonathan,Sterling,17,Regular Season,Regular Season,Regular Season,0
0022200470,101284,John Goble,John,Goble,10,Regular Season,Regular Season,Regular Season,0
0022200470,1626302,Aaron Smith,Aaron,Smith,51,Regular Season,Regular Season,Regular Season,0
0022200470,1627526,Matt Kallio,Matt,Kallio,88,Regular Season,Regular Season,Regular Season,0
0022200471,201638,Brent Barnaky,Brent,Barnaky,36,Regular Season,Regular Season,Regular Season,0
0022200471,201639,Josh Tiven,Josh,Tiven,58,Regular Season,Regular Season,Regular Season,0
0022200471,1628172,Evan Scott,Evan,Scott,78,Regular Season,Regular Season,Regular Season,0
0022200472,1662,Bill Kennedy,Bill,Kennedy,55,Regular Season,Regular Season,Regular Season,0
0022200472,202035,Brett Nansel,Brett,Nansel,44,Regular Season,Regular Season,Regular Season,0
0022200472,202037,J.T. Orr,J.T.,Orr,72,Regular Season,Regular Season,Regular Season,0
0022200473,1148,James Capers,James,Capers,19,Regular Season,Regular Season,Regular Season,0
0022200473,2005,Matt Boland,Matt,Boland,18,Regular Season,Regular Season,Regular Season,0
0022200473,1628951,John Butler,John,Butler,30,Regular Season,Regular Season,Regular Season,0
0022200474,1179,Rodney Mott,Rodney,Mott,71,Regular Season,Regular Season,Regular Season,0
0022200474,1193,Michael Smith,Michael,Smith,38,Regular Season,Regular Season,Regular Season,0
0022200474,202056,CJ Washington,CJ,Washington,12,Regular Season,Regular Season,Regular Season,0
0022200475,202007,Nick Buchert,Nick,Buchert,3,Regular Season,Regular Season,Regular Season,0
0022200475,202058,James Williams,James,Williams,60,Regular Season,Regular Season,Regular Season,0
0022200475,203593,Justin Van Duyne,Justin,Van Duyne,64,Regular Season,Regular Season,Regular Season,0
0022200476,202041,Kevin Scott,Kevin,Scott,24,Regular Season,Regular Season,Regular Season,0
0022200476,204058,Gediminas Petraitis,Gediminas,Petraitis,50,Regular Season,Regular Season,Regular Season,0
0022200476,1627541,Natalie Sago,Natalie,Sago,9,Regular Season,Regular Season,Regular Season,0
0022200477,1201,Leon Wood,Leon,Wood,40,Regular Season,Regular Season,Regular Season,0
0022200477,200832,Curtis Blair,Curtis,Blair,74,Regular Season,Regular Season,Regular Season,0
0022200477,1628171,Brandon Schwab,Brandon,Schwab,86,Regular Season,Regular Season,Regular Season,0
0022200478,2882,Sean Wright,Sean,Wright,4,Regular Season,Regular Season,Regular Season,0
0022200478,202053,Scott Twardoski,Scott,Twardoski,52,Regular Season,Regular Season,Regular Season,0
0022200478,1628480,Robert Hussey,Robert,Hussey,85,Regular Season,Regular Season,Regular Season,0
0022200479,2004,Courtney Kirkland,Courtney,Kirkland,61,Regular Season,Regular Season,Regular Season,0
0022200479,203592,Dedric Taylor,Dedric,Taylor,21,Regular Season,Regular Season,Regular Season,0
0022200479,1627964,Jonathan Sterling,Jonathan,Sterling,17,Regular Season,Regular Season,Regular Season,0
0022200480,2530,Ed Malloy,Ed,Malloy,14,Regular Season,Regular Season,Regular Season,0
0022200480,1627961,Brandon Adair,Brandon,Adair,67,Regular Season,Regular Season,Regular Season,0
0022200480,1628171,Brandon Schwab,Brandon,Schwab,86,Regular Season,Regular Season,Regular Season,0
0022200481,1179,Rodney Mott,Rodney,Mott,71,Regular Season,Regular Season,Regular Season,0
0022200481,203177,Lauren Holtkamp,Lauren,Holtkamp,7,Regular Season,Regular Season,Regular Season,0
0022200481,1627963,Phenizee Ransom,Phenizee,Ransom,70,Regular Season,Regular Season,Regular Season,0
0022200482,201246,Kevin Cutler,Kevin,Cutler,34,Regular Season,Regular Season,Regular Season,0
0022200482,202027,Tre Maddox,Tre,Maddox,23,Regular Season,Regular Season,Regular Season,0
0022200482,1627519,John Conley,John,Conley,79,Regular Season,Regular Season,Regular Season,0
0022200483,2003,Pat Fraher,Pat,Fraher,26,Regular Season,Regular Season,Regular Season,0
0022200483,201245,Marat Kogut,Marat,Kogut,32,Regular Season,Regular Season,Regular Season,0
0022200483,1627529,Suyash Mehta,Suyash,Mehta,82,Regular Season,Regular Season,Regular Season,0
0022200484,203591,Mitchell Ervin,Mitchell,Ervin,27,Regular Season,Regular Season,Regular Season,0
0022200484,204059,Tyler Ford,Tyler,Ford,39,Regular Season,Regular Season,Regular Season,0
0022200484,1627534,Andy Nagy,Andy,Nagy,83,Regular Season,Regular Season,Regular Season,0
0022200485,2715,Eric Lewis,Eric,Lewis,42,Regular Season,Regular Season,Regular Season,0
0022200485,1626302,Aaron Smith,Aaron,Smith,51,Regular Season,Regular Season,Regular Season,0
0022200485,1628954,Jenna Schroeder,Jenna,Schroeder,84,Regular Season,Regular Season,Regular Season,0
0022200486,101284,John Goble,John,Goble,10,Regular Season,Regular Season,Regular Season,0
0022200486,201638,Brent Barnaky,Brent,Barnaky,36,Regular Season,Regular Season,Regular Season,0
0022200486,1628159,Mousa Dagher,Mousa,Dagher,28,Regular Season,Regular Season,Regular Season,0
0022200487,101283,Brian Forte,Brian,Forte,45,Regular Season,Regular Season,Regular Season,0
0022200487,200832,Curtis Blair,Curtis,Blair,74,Regular Season,Regular Season,Regular Season,0
0022200487,1627524,Nate Green,Nate,Green,65,Regular Season,Regular Season,Regular Season,0
0022200488,202049,Ben Taylor,Ben,Taylor,46,Regular Season,Regular Season,Regular Season,0
0022200488,204058,Gediminas Petraitis,Gediminas,Petraitis,50,Regular Season,Regular Season,Regular Season,0
0022200488,1626301,Jason Goldenberg,Jason,Goldenberg,35,Regular Season,Regular Season,Regular Season,0
0022200489,202035,Brett Nansel,Brett,Nansel,44,Regular Season,Regular Season,Regular Season,0
0022200489,202058,James Williams,James,Williams,60,Regular Season,Regular Season,Regular Season,0
0022200489,1628480,Robert Hussey,Robert,Hussey,85,Regular Season,Regular Season,Regular Season,0
0022200490,1662,Bill Kennedy,Bill,Kennedy,55,Regular Season,Regular Season,Regular Season,0
0022200490,202007,Nick Buchert,Nick,Buchert,3,Regular Season,Regular Season,Regular Season,0
0022200490,203593,Justin Van Duyne,Justin,Van Duyne,64,Regular Season,Regular Season,Regular Season,0
0022200491,202041,Kevin Scott,Kevin,Scott,24,Regular Season,Regular Season,Regular Season,0
0022200491,203054,Che Flores,Che,Flores,91,Regular Season,Regular Season,Regular Season,0
0022200491,1627541,Natalie Sago,Natalie,Sago,9,Regular Season,Regular Season,Regular Season,0
0022200492,2882,Sean Wright,Sean,Wright,4,Regular Season,Regular Season,Regular Season,0
0022200492,202053,Scott Twardoski,Scott,Twardoski,52,Regular Season,Regular Season,Regular Season,0
0022200492,1630886,Intae Hwang,Intae,Hwang,96,Regular Season,Regular Season,Regular Season,0
0022200493,1148,James Capers,James,Capers,19,Regular Season,Regular Season,Regular Season,0
0022200493,201245,Marat Kogut,Marat,Kogut,32,Regular Season,Regular Season,Regular Season,0
0022200493,1626300,Ray Acosta,Ray,Acosta,54,Regular Season,Regular Season,Regular Season,0
0022200494,1162,Scott Foster,Scott,Foster,48,Regular Season,Regular Season,Regular Season,0
0022200494,1193,Michael Smith,Michael,Smith,38,Regular Season,Regular Season,Regular Season,0
0022200494,1628953,Ashley Moyer-Gleich,Ashley,Moyer-Gleich,13,Regular Season,Regular Season,Regular Season,0
0022200495,201639,Josh Tiven,Josh,Tiven,58,Regular Season,Regular Season,Regular Season,0
0022200495,1627962,Jacyn Goble,Jacyn,Goble,68,Regular Season,Regular Season,Regular Season,0
0022200495,1627963,Phenizee Ransom,Phenizee,Ransom,70,Regular Season,Regular Season,Regular Season,0
0022200496,1179,Rodney Mott,Rodney,Mott,71,Regular Season,Regular Season,Regular Season,0
0022200496,1830,Marc Davis,Marc,Davis,8,Regular Season,Regular Season,Regular Season,0
0022200496,1627541,Natalie Sago,Natalie,Sago,9,Regular Season,Regular Season,Regular Season,0
0022200497,1146,Tony Brothers,Tony,Brothers,25,Regular Season,Regular Season,Regular Season,0
0022200497,2005,Matt Boland,Matt,Boland,18,Regular Season,Regular Season,Regular Season,0
0022200497,202026,Karl Lane,Karl,Lane,77,Regular Season,Regular Season,Regular Season,0
0022200498,2004,Courtney Kirkland,Courtney,Kirkland,61,Regular Season,Regular Season,Regular Season,0
0022200498,1627961,Brandon Adair,Brandon,Adair,67,Regular Season,Regular Season,Regular Season,0
0022200498,1628951,John Butler,John,Butler,30,Regular Season,Regular Season,Regular Season,0
0022200499,202035,Brett Nansel,Brett,Nansel,44,Regular Season,Regular Season,Regular Season,0
0022200499,203591,Mitchell Ervin,Mitchell,Ervin,27,Regular Season,Regular Season,Regular Season,0
0022200499,1628172,Evan Scott,Evan,Scott,78,Regular Season,Regular Season,Regular Season,0
0022200500,202056,CJ Washington,CJ,Washington,12,Regular Season,Regular Season,Regular Season,0
0022200500,202058,James Williams,James,Williams,60,Regular Season,Regular Season,Regular Season,0
0022200500,1626302,Aaron Smith,Aaron,Smith,51,Regular Season,Regular Season,Regular Season,0
0022200501,202007,Nick Buchert,Nick,Buchert,3,Regular Season,Regular Season,Regular Season,0
0022200501,204059,Tyler Ford,Tyler,Ford,39,Regular Season,Regular Season,Regular Season,0
0022200501,1628168,Jenna Reneau,Jenna,Reneau,93,Regular Season,Regular Season,Regular Season,0
0022200502,201246,Kevin Cutler,Kevin,Cutler,34,Regular Season,Regular Season,Regular Season,0
0022200502,203592,Dedric Taylor,Dedric,Taylor,21,Regular Season,Regular Season,Regular Season,0
0022200502,1628484,Dannica Mosher,Dannica,Mosher,89,Regular Season,Regular Season,Regular Season,0
0022200503,1155,JB DeRosa,JB,DeRosa,22,Regular Season,Regular Season,Regular Season,0
0022200503,101283,Brian Forte,Brian,Forte,45,Regular Season,Regular Season,Regular Season,0
0022200503,1627529,Suyash Mehta,Suyash,Mehta,82,Regular Season,Regular Season,Regular Season,0
0022200504,1151,Sean Corbin,Sean,Corbin,33,Regular Season,Regular Season,Regular Season,0
0022200504,1201,Leon Wood,Leon,Wood,40,Regular Season,Regular Season,Regular Season,0
0022200504,1662,Bill Kennedy,Bill,Kennedy,55,Regular Season,Regular Season,Regular Season,0
0022200505,2530,Ed Malloy,Ed,Malloy,14,Regular Season,Regular Season,Regular Season,0
0022200505,201638,Brent Barnaky,Brent,Barnaky,36,Regular Season,Regular Season,Regular Season,0
0022200505,1626301,Jason Goldenberg,Jason,Goldenberg,35,Regular Season,Regular Season,Regular Season,0
0022200506,101284,John Goble,John,Goble,10,Regular Season,Regular Season,Regular Season,0
0022200506,203177,Lauren Holtkamp,Lauren,Holtkamp,7,Regular Season,Regular Season,Regular Season,0
0022200506,1628480,Robert Hussey,Robert,Hussey,85,Regular Season,Regular Season,Regular Season,0
0022200507,2882,Sean Wright,Sean,Wright,4,Regular Season,Regular Season,Regular Season,0
0022200507,202037,J.T. Orr,J.T.,Orr,72,Regular Season,Regular Season,Regular Season,0
0022200507,204058,Gediminas Petraitis,Gediminas,Petraitis,50,Regular Season,Regular Season,Regular Season,0
0022200508,1193,Michael Smith,Michael,Smith,38,Regular Season,Regular Season,Regular Season,0
0022200508,201639,Josh Tiven,Josh,Tiven,58,Regular Season,Regular Season,Regular Season,0
0022200508,1629183,Pat O'Connell,Pat,O'Connell,90,Regular Season,Regular Season,Regular Season,0
0022200509,1148,James Capers,James,Capers,19,Regular Season,Regular Season,Regular Season,0
0022200509,203054,Che Flores,Che,Flores,91,Regular Season,Regular Season,Regular Season,0
0022200509,1626300,Ray Acosta,Ray,Acosta,54,Regular Season,Regular Season,Regular Season,0
0022200510,1162,Scott Foster,Scott,Foster,48,Regular Season,Regular Season,Regular Season,0
0022200510,1627524,Nate Green,Nate,Green,65,Regular Season,Regular Season,Regular Season,0
0022200510,1628953,Ashley Moyer-Gleich,Ashley,Moyer-Gleich,13,Regular Season,Regular Season,Regular Season,0
0022200511,1146,Tony Brothers,Tony,Brothers,25,Regular Season,Regular Season,Regular Season,0
0022200511,202026,Karl Lane,Karl,Lane,77,Regular Season,Regular Season,Regular Season,0
0022200511,1628954,Jenna Schroeder,Jenna,Schroeder,84,Regular Season,Regular Season,Regular Season,0
0022200512,1155,JB DeRosa,JB,DeRosa,22,Regular Season,Regular Season,Regular Season,0
0022200512,202049,Ben Taylor,Ben,Taylor,46,Regular Season,Regular Season,Regular Season,0
0022200512,1628484,Dannica Mosher,Dannica,Mosher,89,Regular Season,Regular Season,Regular Season,0
0022200513,2005,Matt Boland,Matt,Boland,18,Regular Season,Regular Season,Regular Season,0
0022200513,202027,Tre Maddox,Tre,Maddox,23,Regular Season,Regular Season,Regular Season,0
0022200513,203593,Justin Van Duyne,Justin,Van Duyne,64,Regular Season,Regular Season,Regular Season,0
0022200514,1830,Marc Davis,Marc,Davis,8,Regular Season,Regular Season,Regular Season,0
0022200514,202053,Scott Twardoski,Scott,Twardoski,52,Regular Season,Regular Season,Regular Season,0
0022200514,1628482,Tyler Mirkovich,Tyler,Mirkovich,97,Regular Season,Regular Season,Regular Season,0
0022200515,201639,Josh Tiven,Josh,Tiven,58,Regular Season,Regular Season,Regular Season,0
0022200515,202007,Nick Buchert,Nick,Buchert,3,Regular Season,Regular Season,Regular Season,0
0022200515,1628951,John Butler,John,Butler,30,Regular Season,Regular Season,Regular Season,0
0022200516,2534,Zach Zarba,Zach,Zarba,15,Regular Season,Regular Season,Regular Season,0
0022200516,202056,CJ Washington,CJ,Washington,12,Regular Season,Regular Season,Regular Season,0
0022200516,1627962,Jacyn Goble,Jacyn,Goble,68,Regular Season,Regular Season,Regular Season,0
0022200517,202026,Karl Lane,Karl,Lane,77,Regular Season,Regular Season,Regular Season,0
0022200517,202058,James Williams,James,Williams,60,Regular Season,Regular Season,Regular Season,0
0022200517,1628171,Brandon Schwab,Brandon,Schwab,86,Regular Season,Regular Season,Regular Season,0
0022200518,200832,Curtis Blair,Curtis,Blair,74,Regular Season,Regular Season,Regular Season,0
0022200518,200833,Eric Dalen,Eric,Dalen,37,Regular Season,Regular Season,Regular Season,0
0022200518,1627541,Natalie Sago,Natalie,Sago,9,Regular Season,Regular Season,Regular Season,0
0022200519,1662,Bill Kennedy,Bill,Kennedy,55,Regular Season,Regular Season,Regular Season,0
0022200519,101283,Brian Forte,Brian,Forte,45,Regular Season,Regular Season,Regular Season,0
0022200519,202035,Brett Nansel,Brett,Nansel,44,Regular Season,Regular Season,Regular Season,0
0022200520,201246,Kevin Cutler,Kevin,Cutler,34,Regular Season,Regular Season,Regular Season,0
0022200520,203591,Mitchell Ervin,Mitchell,Ervin,27,Regular Season,Regular Season,Regular Season,0
0022200520,1627961,Brandon Adair,Brandon,Adair,67,Regular Season,Regular Season,Regular Season,0
0022200521,202041,Kevin Scott,Kevin,Scott,24,Regular Season,Regular Season,Regular Season,0
0022200521,202053,Scott Twardoski,Scott,Twardoski,52,Regular Season,Regular Season,Regular Season,0
0022200521,1627526,Matt Kallio,Matt,Kallio,88,Regular Season,Regular Season,Regular Season,0
0022200522,1151,Sean Corbin,Sean,Corbin,33,Regular Season,Regular Season,Regular Season,0
0022200522,204059,Tyler Ford,Tyler,Ford,39,Regular Season,Regular Season,Regular Season,0
0022200522,1627964,Jonathan Sterling,Jonathan,Sterling,17,Regular Season,Regular Season,Regular Season,0
0022200523,101283,Brian Forte,Brian,Forte,45,Regular Season,Regular Season,Regular Season,0
0022200523,101284,John Goble,John,Goble,10,Regular Season,Regular Season,Regular Season,0
0022200523,1628171,Brandon Schwab,Brandon,Schwab,86,Regular Season,Regular Season,Regular Season,0
0022200524,1148,James Capers,James,Capers,19,Regular Season,Regular Season,Regular Season,0
0022200524,1626302,Aaron Smith,Aaron,Smith,51,Regular Season,Regular Season,Regular Season,0
0022200524,1627534,Andy Nagy,Andy,Nagy,83,Regular Season,Regular Season,Regular Season,0
0022200525,1162,Scott Foster,Scott,Foster,48,Regular Season,Regular Season,Regular Season,0
0022200525,201638,Brent Barnaky,Brent,Barnaky,36,Regular Season,Regular Season,Regular Season,0
0022200525,202901,Matt Myers,Matt,Myers,43,Regular Season,Regular Season,Regular Season,0
0022200526,1193,Michael Smith,Michael,Smith,38,Regular Season,Regular Season,Regular Season,0
0022200526,2004,Courtney Kirkland,Courtney,Kirkland,61,Regular Season,Regular Season,Regular Season,0
0022200526,1627963,Phenizee Ransom,Phenizee,Ransom,70,Regular Season,Regular Season,Regular Season,0
0022200527,1830,Marc Davis,Marc,Davis,8,Regular Season,Regular Season,Regular Season,0
0022200527,1627519,John Conley,John,Conley,79,Regular Season,Regular Season,Regular Season,0
0022200527,1628953,Ashley Moyer-Gleich,Ashley,Moyer-Gleich,13,Regular Season,Regular Season,Regular Season,0
0022200528,2005,Matt Boland,Matt,Boland,18,Regular Season,Regular Season,Regular Season,0
0022200528,2714,David Guthrie,David,Guthrie,16,Regular Season,Regular Season,Regular Season,0
0022200528,1628954,Jenna Schroeder,Jenna,Schroeder,84,Regular Season,Regular Season,Regular Season,0
0022200529,200833,Eric Dalen,Eric,Dalen,37,Regular Season,Regular Season,Regular Season,0
0022200529,201245,Marat Kogut,Marat,Kogut,32,Regular Season,Regular Season,Regular Season,0
0022200529,203591,Mitchell Ervin,Mitchell,Ervin,27,Regular Season,Regular Season,Regular Season,0
0022200530,1146,Tony Brothers,Tony,Brothers,25,Regular Season,Regular Season,Regular Season,0
0022200530,202035,Brett Nansel,Brett,Nansel,44,Regular Season,Regular Season,Regular Season,0
0022200530,202049,Ben Taylor,Ben,Taylor,46,Regular Season,Regular Season,Regular Season,0
0022200531,201639,Josh Tiven,Josh,Tiven,58,Regular Season,Regular Season,Regular Season,0
0022200531,203593,Justin Van Duyne,Justin,Van Duyne,64,Regular Season,Regular Season,Regular Season,0
0022200531,1628480,Robert Hussey,Robert,Hussey,85,Regular Season,Regular Season,Regular Season,0
0022200532,202056,CJ Washington,CJ,Washington,12,Regular Season,Regular Season,Regular Season,0
0022200532,204058,Gediminas Petraitis,Gediminas,Petraitis,50,Regular Season,Regular Season,Regular Season,0
0022200532,1627962,Jacyn Goble,Jacyn,Goble,68,Regular Season,Regular Season,Regular Season,0
0022200533,1201,Leon Wood,Leon,Wood,40,Regular Season,Regular Season,Regular Season,0
0022200533,2534,Zach Zarba,Zach,Zarba,15,Regular Season,Regular Season,Regular Season,0
0022200533,1628951,John Butler,John,Butler,30,Regular Season,Regular Season,Regular Season,0
0022200534,1151,Sean Corbin,Sean,Corbin,33,Regular Season,Regular Season,Regular Season,0
0022200534,202041,Kevin Scott,Kevin,Scott,24,Regular Season,Regular Season,Regular Season,0
0022200534,1628485,JD Ralls,JD,Ralls,94,Regular Season,Regular Season,Regular Season,0
0022200535,2882,Sean Wright,Sean,Wright,4,Regular Season,Regular Season,Regular Season,0
0022200535,202027,Tre Maddox,Tre,Maddox,23,Regular Season,Regular Season,Regular Season,0
0022200535,1626301,Jason Goldenberg,Jason,Goldenberg,35,Regular Season,Regular Season,Regular Season,0
0022200536,201246,Kevin Cutler,Kevin,Cutler,34,Regular Season,Regular Season,Regular Season,0
0022200536,204059,Tyler Ford,Tyler,Ford,39,Regular Season,Regular Season,Regular Season,0
0022200536,1627964,Jonathan Sterling,Jonathan,Sterling,17,Regular Season,Regular Season,Regular Season,0
0022200537,1662,Bill Kennedy,Bill,Kennedy,55,Regular Season,Regular Season,Regular Season,0
0022200537,1626300,Ray Acosta,Ray,Acosta,54,Regular Season,Regular Season,Regular Season,0
0022200537,1628172,Evan Scott,Evan,Scott,78,Regular Season,Regular Season,Regular Season,0
0022200538,1155,JB DeRosa,JB,DeRosa,22,Regular Season,Regular Season,Regular Season,0
